id,Title,Content,Date,Permalink,Categories,Tags
38,Jahreshauptversammlung,"Unser kleines Hofkoh gehört zur Gemeinde Wistedt. Und auch jene ist nicht sonderlich groß - nur 211 wahlberechtigte Einwohner insgesamt. Dennoch gibt es einen Initiativausschuss, der sich am 15. Januar im Dorfgemeinschaftshaus versammelte. Hier habe ich übrigens erfahren, warum unsere Grundstücke 1250 m² groß (25x50m) sind: Die Fläche reicht für Selbstversorger aus. Kurz nach dem Krieg wurde ein entsprechendes Förderprogramm initiiert.

Detail am Rande: die Tagesordnung war nach 10 Minuten abgearbeitet, hat also eine ganze Minute länger gedauert als im letzten Jahr :-)",2014-01-15,https://saiht.de/blog/2014/01/15/jahreshauptversammlung/,Hofkoh,
42,"noch immer in Deutschland","Ist schon komisch. Eigentlich wollte ich schon lange in Moskau sein, aber so ganz reißt man sich wohl nicht um meine Arbeitskraft. Absagen von Volkswagen, AVL, BASF und T-Systems. Immerhin ist ja noch Siemens offen. Bis spätestens Ende September möchte ich dann doch endlich dort sein. Ich werde mal meine Anstrengungen intensivieren.",2008-08-20,https://saiht.de/blog/2008/08/20/noch-immer-in-deutschland/,Sabbatical,"Arbeit in Russland"
44,"Freies Blog bei WordPress","Um bei Werner einen Kommentar zu hinterlassen, musste ich ein Blog angeben. Also habe ich dies hier in 2 Minuten erstellt.

Mal sehen, was ich hier so schreiben werde.

Adresse war die folgende: <a href=""http://saiht.wordpress.com/"">saiht.wordpress.com</a>",2008-09-24,https://saiht.de/blog/2008/09/24/freies-blog-bei-wordpress/,Projects,Projekte|website|wordpress
45,"Hier bei Werner","Sitze grad am Vaio von Werner, die Abendsonne geht fast unter und ich schreibe diese Zeilen. Was für ein tolles Blog.

Bis demnächst!",2008-09-25,https://saiht.de/blog/2008/09/25/hier-bei-werner/,Projects,website|wordpress
55,"Fortsetzung Baumhausprojekt","Nach der Zeugnisausgabe sind eigentlich Ferien. Somit hätten wir heute nachmittag eigentlich Ferien. Macht nix, bei Sonnenschein Holz hacken macht auch in der Freizeit Spass. Oder eine Weide von Ästen zu befreien, um Ebene zwei des Baumhauses zu errichten.

<a href=""http://hofkoh.de/wp-content/uploads/2014/09/IMG_4113.jpg""><img class=""aligncenter wp-image-54 size-large"" src=""http://hofkoh.de/wp-content/uploads/2014/09/IMG_4113-1024x768.jpg"" alt=""IMG_4113"" width=""840"" height=""630"" /></a>

Die Abendsonne taucht das Ganze noch in angenehme Farben:

<a href=""http://hofkoh.de/wp-content/uploads/2014/09/IMG_4110.jpg""><img class=""aligncenter wp-image-53 size-large"" src=""http://hofkoh.de/wp-content/uploads/2014/09/IMG_4110-1024x768.jpg"" alt=""IMG_4110"" width=""840"" height=""630"" /></a>",2014-07-29,https://saiht.de/blog/2014/07/29/fortsetzung-baumhausprojekt/,Hofkoh|Projects,Baumhaus
57,"Hobby zum Beruf machen?","Wie durch Zufall stolpere ich bei DMAX über die Sendung ""Die Bauhaus-Profis"". Ein Pete Nelson aus Washington (nicht DC) verdient seinen Lebensunterhalt mit dem Errichten von Baumhäusern nach den Wunschvorstellungen seiner Kunden. Und das kann in Orange County 45000$ kosten oder auch 200.000 $ in Texas (mit 70 m² Wohnfläche, Klimaanlage, 50"" TV usw.) Da kann ich wohl nicht mithalten.

<a href=""http://hofkoh.de/wp-content/uploads/2014/09/IMG_4107.jpg""><img class=""aligncenter wp-image-52 size-large"" src=""http://hofkoh.de/wp-content/uploads/2014/09/IMG_4107-768x1024.jpg"" alt=""IMG_4107"" width=""768"" height=""1024"" /></a>

Immerhin erfahre ich viele weitere Details eines solchen Projektes: Wie wird das Ganze befestigt? Wachsen Aufhängepunkte und Aste weiter in die Höhe? Verzieht sich die Konstruktion? Welche Bäume sind geeignet? Kann man einen Kamin einbauen? ...

DMAX hat natürlich einen Webauftritt dieser Reihe, in der man alte Folgen streamen kann: <a title=""Die Baumhaus-Profis auf DMAX"" href=""http://www.dmax.de/programme/die-baumhaus-profis/"">Die Baumhaus-Profis auf DMAX</a>",2014-08-10,https://saiht.de/blog/2014/08/10/hobby-zum-beruf-machen/,Hofkoh,Baumhaus
58,"Zwei Wochen Moskau","Jetzt war ich zwei Wochen in Moskau, um mich nach einem Arbeitgeber umzusehen. Bei 3 potentiellen Arbeitgebern hat mich noch während des Aufenthalts eine Absage erreicht.

Dafür war ich aber bei einer Dienstwoche dabei und konnte so den aktuellen Stand in Russland erfahren. Wie die Website <a href=""http://jw-media.org/"">jw-media.org</a> ausführt, steht wohl wieder ein Verbot an. Logisch nachvollziehen kann man es ohnehin nicht.

Jetzt habe ich in jedem Fall etwas mehr Selbstvertrauen in meine Sprachkenntnisse. Mal sehen, was Gazprom antwortet.",2009-10-13,https://saiht.de/blog/2009/10/13/zuruck-aus-moskau/,Sabbatical,"Arbeit in Russland|Moskau"
59,"Aussicht in 8 Metern Höhe","Es geht voran:
<p style=""text-align: center;""><a href=""http://hofkoh.de/wp-content/uploads/2014/09/IMG_4188.jpg""><img class=""wp-image-51 size-full aligncenter"" src=""http://hofkoh.de/wp-content/uploads/2014/09/IMG_4188.jpg"" alt=""IMG_4188"" width=""600"" height=""800"" /></a><a href=""http://hofkoh.de/wp-content/uploads/2014/09/IMG_4316.jpg""><img class=""aligncenter wp-image-50 size-large"" src=""http://hofkoh.de/wp-content/uploads/2014/09/IMG_4316-768x1024.jpg"" alt=""IMG_4316"" width=""768"" height=""1024"" /></a> <a href=""http://hofkoh.de/wp-content/uploads/2014/09/IMG_4377.jpg""><img class=""aligncenter wp-image-46 size-large"" src=""http://hofkoh.de/wp-content/uploads/2014/09/IMG_4377-1024x768.jpg"" alt=""IMG_4377"" width=""840"" height=""630"" /></a>Von oben lässt sich der Ausblick genießen (oder des Nachts die Sterne):</p>
<a href=""http://hofkoh.de/wp-content/uploads/2014/09/IMG_4390.jpg""><img class=""aligncenter wp-image-48 size-large"" src=""http://hofkoh.de/wp-content/uploads/2014/09/IMG_4390-1024x234.jpg"" alt=""IMG_4390"" width=""840"" height=""192"" /></a>

&nbsp;",2014-09-28,https://saiht.de/blog/2014/09/28/aussicht-in-8-metern-hoehe/,Hofkoh|Projects,Baumhaus
61,"Registrierung von saiht.org","Der Provider evanzo bietet für einen Euro ein ganzes Gigabyte, dabei auch php und mySQL-Unterstützung. Natürlich ist das etwas zu preiswert, aber schnelle Antwortzeiten für eine fast nicht genutzte Domain sind mir auch egal. Ich will nur ein paar Daten sammeln. So ist die .org Domain gesichert.",2007-08-28,https://saiht.de/blog/2007/08/28/registrierung-von-saiht-org/,Projects,domain|website|wordpress
64,"Projektbeginn Baumhaus","Heute geht es los. Die ersten Balken sind befestigt, die Leiter wird geschraubt:

<a href=""http://hofkoh.de/wp-content/uploads/2014/09/Foto-1.jpg""><img class=""aligncenter wp-image-67 size-large"" src=""http://hofkoh.de/wp-content/uploads/2014/09/Foto-1-1024x768.jpg"" alt=""Foto 1"" width=""840"" height=""630"" /></a> <a href=""http://hofkoh.de/wp-content/uploads/2014/09/Foto-2.jpg""><img class=""aligncenter wp-image-68 size-large"" src=""http://hofkoh.de/wp-content/uploads/2014/09/Foto-2-768x1024.jpg"" alt=""Foto 2"" width=""768"" height=""1024"" /></a>

Zum Oktober kann man oben gar schon sitzen (3.10.)

<a href=""http://hofkoh.de/wp-content/uploads/2014/09/Foto.jpg""><img class=""aligncenter wp-image-66 size-full"" src=""http://hofkoh.de/wp-content/uploads/2014/09/Foto.jpg"" alt=""Foto"" width=""612"" height=""816"" /></a>

März 2014 ist es nicht viel weiter, zwei Sprossen sind gebrochen und der Baum so kurz nach dem Winter kahl.<a href=""http://hofkoh.de/wp-content/uploads/2014/09/IMG_3672.jpg""><img class=""aligncenter wp-image-69 size-large"" src=""http://hofkoh.de/wp-content/uploads/2014/09/IMG_3672-1024x768.jpg"" alt=""IMG_3672"" width=""840"" height=""630"" /></a>",2013-08-28,https://saiht.de/blog/2013/08/28/projektbeginn-baumhaus/,Hofkoh|Projects,"autarkes Wohnen|Baumhaus"
72,"Aufstieg auf den Elbrus","Heute haben wir die erste Etappe genommen. Immerhin habe ich eine Höhe von 4200 Metern erreicht. Michael ging es nicht so gut in der Höhe, daher haben wir in den nächsten Tagen Dombai und Umgebung erkundet.

<img class=""size-large wp-image-73 alignnone"" title=""IMGP7108"" src=""http://matthias.mihailgromov.eu/wp-content/uploads/IMGP7108-1024x433.jpg"" alt=""IMGP7108"" width=""1024"" height=""433"" />

Vor einigen Jahren hatte ein Studienkollege von seinem Ausflug erzählt. Wegend es schlechten Wetters konnten sie das Basiscamp allerdings nicht verlassen - und haben den Gipfel nicht erreicht.",2007-10-12,https://saiht.de/blog/2007/10/12/aufstieg-auf-den-elbrus/,Leisure,Urlaub
75,"ein Regenschutz","Angesichts der typischen Regenmenge in Hofkoh ist ein Dach für ein Baumhaus einfach anzuraten. Dabei begann der goldene Oktober mit Sonnenschein:
<a href=""http://hofkoh.de/wp-content/uploads/2014/10/Foto1.jpg""><img class=""aligncenter wp-image-79 size-large"" src=""http://hofkoh.de/wp-content/uploads/2014/10/Foto1-1024x361.jpg"" alt=""Foto"" width=""840"" height=""296"" /></a>
Unter diesen Bedingungen kann man hervorragend weitere Bauabschnitte visualisieren. Hier nun die mögliche Ausrichtung, Neigung und Überhang eines Daches:

[caption id=""attachment_78"" align=""aligncenter"" width=""768""]<a href=""http://hofkoh.de/wp-content/uploads/2014/10/Foto.jpg""><img class=""wp-image-78 size-large"" src=""http://hofkoh.de/wp-content/uploads/2014/10/Foto-768x1024.jpg"" alt=""Baumhaus 5. Oktober"" width=""768"" height=""1024"" /></a> Baumhaus 5. Oktober[/caption]",2014-10-05,https://saiht.de/blog/2014/10/05/ein-regenschutz/,Hofkoh,"autarkes Wohnen|Baumhaus"
83,"Diplomarbeit ist fertig!","Heute morgen um 2:30 Uhr bin ich endlich mit der Diplomarbeit fertig geworden. Es muss zwar noch zwei mal gedruckt werden, gebunden und abgegeben - aber ich bin geschafft. Wer sie nachlesen möchte und sich schon immer für ""elektronische Eigenschaften von CdHgTe"" interresiert hat, der kann ja einen Blick ins Internet werfen:
<p style=""text-align: center;""><a href=""http://people.physik.hu-berlin.de/~kreier/de/diplom.html"">http://people.physik.hu-berlin.de/~kreier/de/diplom.html</a></p>",2008-01-24,https://saiht.de/blog/2008/01/24/diplomarbeit-ist-fertig/,Study,Physik|Studium
84,Filmliste,"Immer wieder werden mir Filme empfohlen, die ich ""unbedingt gesehen haben muss"". Gleichzeitig kann ich selten auf gemeinsame Filmzitate zurückgreifen, weil der jeweils andere den Film nicht gesehen hat. So kam irgendwann die Idee auf, eine Filmliste zu erstellen. Hier ist die passende <a href=""http://hofkoh.de/wp-content/uploads/2014/10/Filme.xls"">Datei im Excelformat</a> und hier im <a href=""http://hofkoh.de/wp-content/uploads/2014/10/Filme.ods"">ODS-Format</a> (OpenOffice und LibreOffice).

Die Liste umfasst mitlerweile 3800 Filme, die vornehmlich aus den TOP100 der vergangenen 34 Jahre auf Basis von boxofficemojo.com  zusammengestellt ist. Natürlich fehlen einige wichtige Filme ;-) Hinterlasst mir dazu einfach einen Kommentar, dann gibt's ein Update. Meine 904 gesehenen Filme habe ich nach Jahren sortiert noch weiter ausgewertet:<a href=""http://hofkoh.de/wp-content/uploads/2014/10/Filmhistory.png""><img class=""aligncenter size-full wp-image-86"" src=""http://hofkoh.de/wp-content/uploads/2014/10/Filmhistory.png"" alt=""Filmhistory"" width=""400"" height=""270"" /></a>

In den letzten Jahren haben ich wohl 30-40 Filme pro Jahr gesehen, ein Teil davon nicht unbedingt im Kino, sondern auf DVD oder im Fernsehen. Vor 1985 ist es allerdings recht dünn. Fernsehfilme sind natürlich ebensowenig enthalten wie Serien, Computerspiele, Handygames und Konsolenspiele. Listen dazu folgen später.<a href=""http://hofkoh.de/wp-content/uploads/2014/10/Filmhistory2.png""><img class=""aligncenter size-full wp-image-87"" src=""http://hofkoh.de/wp-content/uploads/2014/10/Filmhistory2.png"" alt=""Filmhistory2"" width=""500"" height=""300"" /></a>",2014-10-25,https://saiht.de/blog/2014/10/26/filmliste/,Projects,Freizeit
85,"zum fünften Mal nach Moskau","Mein Mehrfachvisum für Russland gilt noch bis Ende Januar 2008, außerdem ist der Wohnheimplatz so lange gebucht. Also fliege ich noch für eine Woche nach Moskau. Es ist Dienstwoche und ich kann ein paar alte Freunde besuchen. Vor kurzem hat evanzo alle Daten dieses Servers gelöscht, ich hatte noch keine Datensicherung und daher sind diese Einträge im Nachhinein zur Dokumentation erstellt. War sogar im Kino! Der Kurzbericht:
<p style=""text-align: center;""><a href=""http://russland5.saiht.de/"">russland5.saiht.de</a></p>",2008-01-24,https://saiht.de/blog/2008/01/24/zum-funften-mal-nach-moskau/,Study,Moskau|Physik|Studium
91,"Abschlussprüfung des Physikstudiums","Vornehmlich war es wohl ein Vortrag mit angenehmer Befragung hinterher. In jedem Fall habe ich mein Diplom verteidigt und damit mein Physikstudium erfolgreich abgeschlossen. Der Vortrag findet sich noch immer unter jener Seite:
<p style=""text-align: center;""><a href=""http://people.physik.hu-berlin.de/~kreier/de/seminar.html"">people.physik.hu-berlin.de/~kreier/de/</a></p>",2008-03-20,https://saiht.de/blog/2008/03/20/abschlussprufung-des-physikstudiums/,Study,Physik|Studium
107,"Ausflug nach Syrien und Jordanien","Wer wollte nicht schon immer einmal mit dem Auto nach Jordanien fahren? Für 5 junge Männer klingt das jedenfalls schon mal nach Abenteuer! Abfahrt 21. Juli 2009 von Berlin.

<a href=""http://hofkoh.de/wp-content/uploads/2014/11/P1000984.jpg""><img class=""size-full wp-image-98"" src=""http://hofkoh.de/wp-content/uploads/2014/11/P1000984.jpg"" alt=""P1000984"" width=""900"" height=""250"" /></a>

Die Reise führt über den Balkan, durch die Türkei, durch Syrien (damals noch ohne Krieg) zur Hauptstadt Amman. Bei 10021 Kilometern geht schon mal ein Reifen zu Bruch:

<a href=""http://hofkoh.de/wp-content/uploads/2014/11/P1000076.jpg""><img class=""aligncenter size-full wp-image-102"" src=""http://hofkoh.de/wp-content/uploads/2014/11/P1000076.jpg"" alt=""P1000076"" width=""900"" height=""600"" /></a> <a href=""http://hofkoh.de/wp-content/uploads/2014/11/P1000073.jpg""><img class=""aligncenter size-full wp-image-106"" src=""http://hofkoh.de/wp-content/uploads/2014/11/P1000073.jpg"" alt=""P1000073"" width=""800"" height=""565"" /></a> <a href=""http://hofkoh.de/wp-content/uploads/2014/11/P1000039.jpg""><img class=""aligncenter size-full wp-image-103"" src=""http://hofkoh.de/wp-content/uploads/2014/11/P1000039.jpg"" alt=""P1000039"" width=""800"" height=""571"" /></a>

Dennoch führt die Reise durch traumhafte Landschaften und interessante Kulturen.

<a href=""http://hofkoh.de/wp-content/uploads/2014/11/P1000193.jpg""><img class=""aligncenter size-full wp-image-99"" src=""http://hofkoh.de/wp-content/uploads/2014/11/P1000193.jpg"" alt=""P1000193"" width=""1000"" height=""667"" /></a>

Schließlich können wir auch in der Aqaba schnorcheln und die historische Felsenstadt Petra besichtigen.

<a href=""http://hofkoh.de/wp-content/uploads/2014/11/P1000452.jpg""><img class=""aligncenter size-large wp-image-101"" src=""http://hofkoh.de/wp-content/uploads/2014/11/P1000452-1024x682.jpg"" alt=""P1000452"" width=""474"" height=""315"" /></a> <a href=""http://hofkoh.de/wp-content/uploads/2014/11/DSC00616.jpg""><img class=""aligncenter size-full wp-image-105"" src=""http://hofkoh.de/wp-content/uploads/2014/11/DSC00616.jpg"" alt=""DSC00616"" width=""600"" height=""800"" /></a>

Die preiswert erworbenen Trachten saudischer Ölscheichs sollten dann auch uns Europäer schmücken. Aus gegebenem Anlass wurde jenes Bild in meinen Account bei WhatsApp übernommen.

<a href=""http://hofkoh.de/wp-content/uploads/2014/11/IMG_1424.jpg""><img class=""aligncenter size-large wp-image-104"" src=""http://hofkoh.de/wp-content/uploads/2014/11/IMG_1424-1024x682.jpg"" alt=""IMG_1424"" width=""474"" height=""315"" /></a>",2009-08-08,https://saiht.de/blog/2009/08/08/ausflug-nach-syrien-und-jordanien/,Travel,Geschichte|Urlaub
110,"Temperatur in Hofkoh","Analoge Flüssigkeitsthermometer finden sich fast an jedem Haus hier in Niedersachsen. Für Geeks gibt es auch digitale Varianten. Mein selbstgebautes streamt die Messwerte auf die Subdomain <a href=""http://temp.hofkoh.de"">temp.hofkoh.de</a>. JavaScript wertet die Daten noch graphisch auf:

<a href=""http://hofkoh.de/wp-content/uploads/2014/12/TemperaturHofkoh.png""><img class=""aligncenter size-full wp-image-112"" src=""http://hofkoh.de/wp-content/uploads/2014/12/TemperaturHofkoh.png"" alt=""TemperaturHofkoh"" width=""936"" height=""634"" /></a>

Aufbau ist ganz einfach. Man nehme einen preiswerten chinesischen WLAN-Router (WR703N), flashe ein neues Betriebssystem drauf (OpenWRT), installiere ein paar Treiber für den 1Wire USB-Adapter per opkg und schreibe ein paar Scripte für die bash. Jene werden dann in die crontab geschrieben und mit init.d aufgerufen. Upload der Messdaten per ftp über wput auf einen passenden Webspace. Dort werten JavaScript mit jquery.js und Google Analytics die Daten graphisch aus. Voila, fertig ist das Digitalthermometer. Jetzt läuft der Server schon mehr als ein Jahr ohne Unterbrechung.",2014-12-14,https://saiht.de/blog/2014/12/14/temperatur-in-hofkoh/,Projects,"neue Technologien"
